epoch,train_loss,val_loss,lr,elapsed_sec
1,0.26335075217472365,0.06220510601590684,0.00023908169961483003,243.2904634475708
2,0.22869062642569776,0.06481252022201447,0.00023908169961483003,485.59441018104553
3,0.16657068672296624,0.042726384089470694,0.00011954084980741501,731.9912662506104
4,0.12953254162452288,0.047168822853325756,5.977042490370751e-05,976.7741897106171
5,0.11018159655613839,0.03965621487152108,2.9885212451853753e-05,1220.083063840866
6,0.10034827280523688,0.03754236671146347,1.4942606225926877e-05,1466.098209619522
7,0.09559422852903017,0.03703737933611635,7.471303112963438e-06,1708.3143446445465
8,0.09171887325897403,0.03721789933545881,3.735651556481719e-06,1954.0803289413452
9,0.09080843440401055,0.03592584567656944,1.8678257782408596e-06,2200.6967549324036
10,0.08976140795024806,0.03583074015195128,9.339128891204298e-07,2449.5216891765594
